0.00080 0.00620 0.00980 0.01110 0.00410
0.00530 0.02760 0.05140 0.05360 0.02380
0.01140 0.04960 0.10040 0.10320 0.04810
0.01100 0.05370 0.10910 0.10490 0.05420
0.00490 0.02380 0.05070 0.05490 0.02640
