0.00000 0.00020 0.00090 0.00170 0.00080 0.00030 0.00020 0.00000
0.00040 0.00350 0.01270 0.02070 0.00890 0.00510 0.00070 0.00000
0.00110 0.01170 0.04770 0.09410 0.03740 0.02140 0.00290 0.00000
0.00210 0.02300 0.09680 0.19100 0.07820 0.04230 0.00820 0.00000
0.00080 0.00900 0.03630 0.07320 0.02790 0.01690 0.00320 0.00000
0.00020 0.00660 0.02210 0.04730 0.01650 0.00990 0.00130 0.00000
0.00040 0.00050 0.00180 0.00800 0.00250 0.00140 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00010 0.00010 0.00000 0.00000
