0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00010 0.00000 0.00000 0.00010 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000 0.00010 0.00010 0.00000 0.00010 0.00000 0.00000 0.00010 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000 0.00030 0.00040 0.00020 0.00060 0.00070 0.00030 0.00060 0.00010 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00020 0.00010 0.00070 0.00110 0.00190 0.00250 0.00250 0.00300 0.00130 0.00040 0.00010 0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00060 0.00190 0.00370 0.00590 0.00730 0.00910 0.00750 0.00310 0.00250 0.00070 0.00010 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00030 0.00070 0.00290 0.00790 0.01190 0.01550 0.01760 0.01440 0.00880 0.00520 0.00110 0.00030 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00020 0.00050 0.00210 0.00560 0.01150 0.01850 0.02880 0.03130 0.02090 0.01740 0.00850 0.00230 0.00020 0.00010 0.00000 0.00000 0.00000
0.00000 0.00010 0.00000 0.00080 0.00260 0.00750 0.01400 0.02670 0.03540 0.03930 0.03010 0.01770 0.01070 0.00180 0.00040 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00010 0.00060 0.00250 0.00650 0.01540 0.02960 0.03770 0.03660 0.02970 0.02130 0.01040 0.00340 0.00020 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00050 0.00280 0.00530 0.01440 0.02360 0.03010 0.02750 0.02440 0.01640 0.00750 0.00270 0.00080 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00030 0.00110 0.00410 0.00850 0.01400 0.01950 0.01800 0.01740 0.00960 0.00520 0.00160 0.00010 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00030 0.00060 0.00190 0.00410 0.00740 0.00950 0.00860 0.00810 0.00610 0.00230 0.00070 0.00020 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00020 0.00080 0.00120 0.00190 0.00300 0.00310 0.00260 0.00220 0.00020 0.00010 0.00000 0.00010 0.00000 0.00000 0.00000
0.00000 0.00000 0.00010 0.00010 0.00000 0.00000 0.00060 0.00050 0.00050 0.00050 0.00090 0.00040 0.00000 0.00010 0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00010 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
