0.00000 0.00020 0.00010 0.00110 0.00090 0.00070 0.00020 0.00000 0.00000
0.00000 0.00070 0.00330 0.00880 0.00910 0.00650 0.00210 0.00050 0.00000
0.00050 0.00360 0.01570 0.03330 0.03810 0.02540 0.00970 0.00110 0.00000
0.00050 0.00870 0.02970 0.06390 0.07820 0.04990 0.01850 0.00180 0.00000
0.00060 0.00870 0.03460 0.07400 0.09610 0.06590 0.02310 0.00250 0.00000
0.00060 0.00510 0.02490 0.05450 0.06470 0.04320 0.01550 0.00230 0.00000
0.00010 0.00200 0.00760 0.01690 0.01930 0.01330 0.00380 0.00020 0.00000
0.00000 0.00020 0.00130 0.00180 0.00240 0.00130 0.00060 0.00010 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
