0.00000 0.00070 0.00310 0.00320 0.00300 0.00090 0.00030
0.00060 0.00580 0.01660 0.02700 0.02050 0.00750 0.00140
0.00270 0.01640 0.04620 0.06240 0.05630 0.02060 0.00330
0.00420 0.02430 0.06350 0.10240 0.08190 0.03390 0.00510
0.00350 0.02210 0.05670 0.08220 0.06430 0.02790 0.00330
0.00150 0.00910 0.02300 0.03580 0.02670 0.01250 0.00230
0.00030 0.00130 0.00310 0.00520 0.00360 0.00150 0.00030
