0.0,0.83670,0.07600,0.07710,0.01020
0.5,0.87230,0.05160,0.05760,0.01850
1.0,0.78280,0.08520,0.08840,0.04360
1.5,0.65120,0.12770,0.11980,0.10130
2.0,0.53650,0.14490,0.14440,0.17420
2.5,0.44060,0.15290,0.15550,0.25100
3.0,0.36480,0.15980,0.16110,0.31430
3.5,0.29720,0.16470,0.16320,0.37490
4.0,0.23440,0.17560,0.16900,0.42100
4.5,0.18910,0.17610,0.18060,0.45420
5.0,0.16060,0.17910,0.18090,0.47940
